Age,Experience,Family,Education,Personal Loan,Securities Account,CD Account,Online,CreditCard,Income,CCAvg,Mortgage
38,14,2,1,0,0,0,1,0,9750000,2900000,1000000
29,3,4,1,0,0,0,1,0,4416666,1200000,1000000
52,28,3,3,1,0,0,1,0,15000000,7499999,119000000
38,14,2,1,0,0,0,1,0,7666666,3700000,1000000
28,3,2,1,0,0,0,1,0,12166666,4099999,1000000
34,9,1,3,0,0,0,0,0,5083333,3500000,1000000
35,9,2,1,0,0,0,1,0,6250000,2800000,1000000
46,22,4,1,0,0,0,0,1,6833333,2900000,213000000
63,37,3,2,0,0,0,0,0,3666666,1700000,142000000
33,9,3,3,0,0,0,0,0,2166666,1900000,115000000
38,14,2,1,0,0,0,0,0,10250000,7100000,327000000
53,27,4,2,0,1,0,1,0,4166666,3800000,144999999
28,2,2,1,0,0,0,1,0,11083333,2999999,341999999
44,18,4,3,0,0,0,1,0,8500000,3600000,1000000
58,31,2,2,1,0,0,1,0,15833333,6999999,1000000
38,14,4,2,0,0,0,1,1,2666666,1400000,79999999
48,24,2,1,0,0,0,0,1,6083333,2700000,230000000
33,7,4,1,0,0,0,0,0,4583333,1800000,1000000
66,42,1,2,0,0,0,1,1,4250000,2900000,1000000
59,34,4,1,0,0,0,1,1,6000000,3100000,235000000
40,15,3,1,0,1,0,1,0,6250000,4000000,1000000
36,11,4,3,0,0,0,0,1,1666666,1200000,82000000
62,38,4,2,0,0,0,1,1,5333333,2300000,1000000
51,27,4,1,1,0,1,1,1,8666666,4000000,1000000
58,32,2,1,0,0,0,1,0,10250000,2400000,298999999
52,26,1,3,0,0,0,0,0,6916666,2400000,1000000
41,16,2,2,0,1,0,0,0,3083333,1100000,92000000
31,5,1,3,0,0,0,1,0,3833333,2900000,156999999
28,3,3,3,0,0,0,0,0,7166666,3600000,1000000
57,31,2,1,0,0,0,0,1,11000000,2999999,1000000
61,37,4,2,0,0,0,0,1,5166666,2300000,1000000
60,36,2,1,0,0,0,1,1,1833333,2000000,1000000
56,29,4,2,0,0,0,1,0,4750000,3500000,114000000
49,23,4,1,0,0,0,1,1,3416666,2800000,1000000
63,37,2,1,0,0,0,1,0,13083333,7900000,1000000
49,23,2,1,0,0,0,0,0,9333333,7300000,1000000
49,25,3,1,0,0,0,1,0,2999999,1400000,1000000
32,8,1,1,0,0,0,1,1,6000000,2200000,1000000
26,1,4,2,0,0,0,0,0,5166666,1600000,1000000
27,1,3,2,0,0,0,0,0,4583333,2100000,1000000
57,31,3,1,0,0,0,0,1,7583333,5399999,1000000
29,5,3,2,0,0,0,1,1,4666666,1100000,1000000
56,30,4,3,0,0,0,1,0,3583333,2500000,1000000
59,35,2,1,0,0,0,1,0,2166666,2000000,108000000
53,28,4,1,0,0,0,0,1,2583333,1800000,106999999
54,29,1,2,1,0,0,1,0,10250000,2100000,1000000
56,30,1,2,0,0,0,1,0,8500000,2900000,1000000
50,25,2,3,0,0,0,0,0,2750000,1700000,129999999
51,25,1,2,1,0,0,1,0,9666666,5200000,1000000
53,27,1,2,0,0,0,1,0,7250000,2900000,1000000
37,12,2,1,0,0,0,1,1,15583333,8800000,298000000
32,7,1,1,1,1,1,0,0,9166666,5200000,171999999
49,23,4,1,0,0,0,1,0,4416666,1100000,154000000
34,8,2,2,1,0,0,1,0,15249999,3200000,570000000
54,30,4,2,0,0,0,1,0,7583333,2600000,1000000
64,39,4,2,0,0,0,0,0,2999999,1600000,1000000
58,34,1,2,1,0,0,0,0,8500000,4600000,1000000
25,1,3,2,0,0,0,1,0,4250000,3400000,1000000
50,25,2,1,0,1,0,0,0,1750000,1000000,1000000
38,13,2,2,0,0,0,1,0,2250000,1100000,90999999
48,24,1,1,0,0,0,1,0,7666666,3700000,1000000
41,15,1,3,0,0,0,0,1,6250000,1700000,79999999
32,8,1,3,0,0,0,1,0,2666666,1500000,103000000
46,22,2,3,0,1,1,1,1,4583333,3100000,1000000
39,15,1,3,0,0,0,0,0,6416666,2500000,1000000
39,15,2,2,0,0,0,0,0,8583333,2700000,152000000
63,39,1,1,0,0,0,0,0,5416666,1800000,1000000
58,32,3,2,0,0,0,0,0,10166666,2700000,1000000
28,4,3,1,0,0,0,1,0,7833333,2500000,103999999
36,11,4,3,0,0,0,1,0,2916666,1200000,1000000
43,19,2,1,0,0,0,1,0,15333333,7669999,1000000
36,12,2,1,0,0,0,1,0,8333333,3700000,1000000
44,18,2,3,0,0,0,1,0,6916666,1800000,1000000
31,5,1,3,1,1,0,0,0,15999999,3899999,144999999
45,21,2,3,0,0,0,0,1,4250000,3100000,185000000
39,13,1,3,0,0,0,0,1,8833333,2500000,1000000
43,16,3,2,0,0,0,1,0,3083333,2000000,1000000
40,15,2,3,0,0,0,1,0,1833333,1000000,103000000
30,5,1,1,0,0,0,0,0,4500000,2000000,185000000
58,33,2,1,0,0,0,0,1,12833333,4900000,1000000
46,21,2,1,0,0,0,1,0,3833333,2300000,1000000
35,10,1,1,0,0,0,0,0,12583333,5600000,1000000
30,4,2,1,0,0,0,1,0,13833333,5500000,207999999
34,8,2,3,0,0,0,0,0,4333333,2999999,90000000
62,32,1,3,0,0,0,1,1,3750000,2500000,141000000
58,34,2,1,0,0,0,1,1,7666666,2600000,1000000
45,18,3,2,0,0,0,1,0,1833333,1670000,101000000
42,16,3,3,0,0,0,1,0,4416666,1500000,1000000
60,36,4,1,0,0,0,1,1,3500000,2300000,119000000
55,29,1,3,0,0,0,1,0,7499999,1800000,191000000
45,21,1,1,0,0,0,0,1,14666666,6000000,1000000
52,27,1,3,0,0,0,0,0,2916666,1400000,1000000
31,7,1,1,0,0,0,0,0,13416666,6999999,1000000
60,34,4,3,0,0,0,1,0,3083333,1700000,1000000
33,9,1,3,0,0,0,1,0,4500000,3100000,1000000
37,11,1,1,0,0,0,1,1,6916666,3500000,186000000
59,34,3,2,1,0,0,1,0,10500000,5200000,1000000
51,26,1,2,0,0,0,1,1,6833333,3800000,1000000
47,23,4,1,1,0,0,0,1,13416666,7100000,1000000
60,33,4,2,0,0,0,1,0,5583333,3500000,1000000
61,36,1,1,0,0,0,0,0,3416666,2300000,1000000
64,40,1,1,0,0,0,1,1,11250000,4800000,1000000
46,20,1,3,1,0,1,1,1,13666666,8400000,374999999
31,7,4,2,0,0,0,0,0,1666666,1700000,1000000
57,32,4,1,0,0,0,0,0,6749999,1700000,245999999
48,23,4,3,1,0,0,0,0,14416666,8900000,310999999
48,23,1,2,0,0,0,0,0,7583333,1200000,1000000
35,10,1,1,0,0,0,0,0,9750000,5600000,1000000
33,8,3,1,0,0,0,0,0,4250000,3300000,1000000
47,23,1,1,0,0,0,0,0,14583333,6000000,1000000
46,20,1,1,0,0,0,1,0,1750000,1200000,1000000
44,20,4,3,0,0,0,0,1,6916666,2999999,1000000
42,18,3,3,0,0,0,0,0,5250000,3100000,1000000
50,24,1,3,0,0,0,0,0,3666666,2400000,167999999
52,26,4,1,1,0,1,1,1,14416666,5300000,1000000
53,27,1,1,0,0,0,1,0,6000000,1200000,1000000
37,10,4,2,0,0,0,0,0,3916666,2000000,1000000
64,40,4,2,0,0,0,1,0,4416666,2200000,1000000
46,22,2,1,0,0,0,1,0,7083333,2700000,217000000
57,33,4,1,0,1,1,1,1,5083333,2500000,214999999
61,35,2,1,0,0,0,1,1,7583333,2999999,195000000
42,18,2,1,0,1,0,0,0,11000000,8500000,1000000
40,16,2,1,0,0,0,0,0,6000000,4200000,1000000
33,8,3,2,0,0,0,1,0,7499999,1600000,1000000
50,26,4,2,0,0,0,0,0,4333333,2100000,131999999
52,26,2,3,1,1,1,1,0,10166666,6400000,205000000
35,11,4,3,1,1,0,0,0,14333333,6700000,1000000
57,32,4,1,0,0,0,1,1,6666666,1700000,192000000
56,31,2,3,0,0,0,1,0,5083333,2600000,103999999
44,20,2,1,0,0,0,1,0,6416666,3500000,1000000
23,3,3,2,0,0,0,1,0,5583333,3400000,146000000
33,8,3,1,0,0,0,0,1,6166666,3300000,98999999
48,22,1,1,0,0,0,0,0,13666666,1000000,1000000
45,18,3,2,0,0,0,0,0,4500000,3500000,1000000
54,28,4,2,0,0,0,1,0,4250000,1700000,1000000
42,17,3,1,1,1,1,0,1,10250000,4000000,1000000
47,21,3,1,0,0,0,0,0,7833333,3100000,1000000
61,36,4,2,0,0,0,1,0,10000000,4400000,1000000
53,27,2,3,0,0,0,1,0,5916666,1800000,1000000
56,30,3,1,0,0,0,1,0,6083333,3500000,194000000
33,6,4,2,0,1,0,1,0,7499999,2999999,1000000
44,18,2,3,0,0,0,1,0,2500000,1100000,1000000
63,37,4,3,0,0,0,1,1,10416666,2700000,1000000
47,20,1,2,0,0,0,1,0,6166666,3670000,1000000
50,24,1,1,0,0,0,1,0,7749999,5900000,248999999
49,25,3,1,0,0,0,1,0,2083333,1400000,106999999
34,9,1,1,0,0,0,0,0,7250000,3800000,195000000
40,14,2,3,0,0,0,1,0,3750000,1800000,90000000
38,13,1,1,0,0,0,1,0,15916666,5100000,1000000
51,26,3,2,0,0,0,1,0,6749999,2999999,1000000
28,4,1,3,0,0,0,1,0,4750000,2000000,1000000
52,26,3,2,0,0,0,1,0,5916666,4000000,1000000
39,13,2,1,0,0,0,1,0,7749999,3800000,1000000
29,5,1,1,0,0,0,1,0,12083333,6400000,213000000
54,29,2,3,0,0,0,1,0,7749999,1000000,1000000
63,38,4,2,0,0,0,1,1,2166666,1400000,87000000
40,14,2,3,0,0,0,0,0,3333333,1800000,1000000
36,12,2,1,0,0,0,1,0,8750000,3200000,1000000
45,20,3,3,1,0,0,0,0,16916666,3600000,124000000
61,37,1,1,0,0,0,1,0,13916666,3899999,1000000
26,0,2,1,0,0,0,0,0,13916666,8199999,1000000
33,8,4,1,0,0,0,1,0,6666666,2300000,1000000
64,40,2,1,0,0,0,0,0,5333333,2100000,227000000
43,17,1,3,0,0,0,0,0,5250000,1700000,1000000
24,0,4,1,0,0,0,1,0,4666666,2600000,181000000
30,5,2,1,0,0,0,1,0,11083333,4099999,409000000
60,36,4,1,0,1,0,1,0,5083333,3200000,205000000
50,26,2,3,0,1,0,1,0,4500000,2000000,79000000
40,15,1,1,0,0,0,0,0,13000000,5100000,1000000
31,6,1,2,0,0,0,1,0,6999999,3600000,1000000
30,4,1,1,0,0,0,0,0,4666666,2500000,110000000
60,35,3,3,0,0,0,0,0,4583333,1900000,175999999
39,14,1,2,0,1,0,1,0,7166666,1100000,144999999
66,41,1,1,0,0,0,1,0,13083333,3500000,1000000
65,41,2,1,0,0,0,0,0,14166666,3100000,1000000
54,28,4,1,0,0,0,0,0,7499999,5900000,1000000
54,29,1,2,1,0,0,1,0,13833333,3400000,352999999
35,9,2,3,0,0,0,0,0,9750000,5500000,1000000
32,7,3,2,0,0,0,1,0,9333333,1600000,1000000
63,39,1,2,0,0,0,1,0,5833333,1000000,1000000
60,35,1,1,0,0,0,1,0,10416666,1900000,406999999
43,18,2,2,0,1,0,0,1,1833333,1100000,1000000
59,33,2,1,0,0,0,0,0,12833333,3700000,1000000
62,37,1,1,0,0,0,0,0,11666666,3500000,1000000
30,5,3,3,1,0,0,0,0,11916666,1500000,1000000
54,30,4,2,0,0,0,1,0,8333333,2000000,122999999
30,6,2,1,0,0,0,1,0,9416666,1600000,1000000
31,1,2,3,0,0,1,1,1,6833333,2750000,1000000
44,20,1,1,0,1,0,1,0,11166666,1300000,1000000
32,8,3,1,0,0,0,1,0,6833333,2500000,1000000
63,38,2,3,1,0,0,1,0,13333333,5300000,1000000
57,32,2,3,0,0,0,1,0,4583333,3100000,167000000
60,30,1,3,0,0,0,1,0,3583333,2500000,1000000
37,11,2,3,0,0,0,0,0,3916666,1800000,1000000
53,27,4,3,0,0,0,1,0,7749999,3600000,1000000
51,25,1,3,0,0,0,0,0,2583333,2400000,98999999
30,5,4,3,0,1,1,1,1,9166666,2800000,129999999
28,2,4,3,0,0,0,1,0,9416666,3100000,1000000
50,24,2,3,0,0,0,0,0,7749999,1400000,1000000
52,27,1,1,0,0,0,1,0,12250000,1600000,453000000
56,30,2,2,0,0,0,1,0,3833333,1700000,1000000
40,16,1,1,0,0,0,0,0,9666666,4400000,249999999
64,38,3,2,0,0,0,1,0,3416666,1700000,1000000
61,36,2,2,1,0,0,1,0,10916666,6400000,1000000
46,20,2,2,0,0,0,1,1,7833333,2700000,1000000
55,29,1,1,0,0,0,1,0,6166666,1200000,1000000
45,19,3,1,0,0,0,1,1,8083333,3100000,1000000
40,15,2,2,0,0,0,0,0,1666666,1100000,1000000
63,37,4,3,0,0,0,1,0,7499999,2700000,1000000
57,32,3,2,0,0,0,1,0,4666666,1500000,1000000
38,14,2,1,0,0,0,1,1,11166666,9000000,1000000
37,11,3,2,0,0,0,0,0,2833333,1100000,115000000
31,5,4,2,0,0,0,1,1,4250000,3200000,1000000
50,26,1,2,0,0,0,1,0,5583333,2600000,1000000
42,18,2,1,0,0,0,0,0,13000000,7100000,159000000
51,27,1,2,0,0,0,0,1,6916666,3600000,1000000
38,13,2,1,0,0,0,1,0,16916666,4000000,1000000
53,26,1,2,0,0,0,1,0,2833333,1500000,101000000
43,17,1,1,0,0,0,1,0,14166666,3400000,1000000
35,9,3,3,1,0,1,1,1,11916666,1300000,1000000
49,24,1,2,0,0,0,0,1,7250000,3800000,161000000
28,4,3,2,0,0,0,0,0,6749999,1700000,171000000
51,27,2,1,0,0,0,0,0,4250000,1800000,1000000
39,14,4,1,0,0,0,1,1,3833333,2700000,1000000
31,7,1,1,0,0,0,1,0,3666666,2700000,1000000
44,18,1,1,0,0,0,1,0,11750000,6700000,1000000
46,20,3,1,1,0,0,0,1,14166666,6400000,432999999
42,18,1,1,0,0,0,1,0,5500000,2800000,1000000
41,17,1,2,0,0,0,0,0,3833333,2999999,1000000
23,2,4,2,0,0,0,1,1,4750000,1600000,1000000
59,33,2,3,0,1,0,0,0,6666666,3300000,1000000
47,21,1,2,0,0,0,1,0,5416666,2500000,1000000
48,23,1,1,0,0,0,0,1,3666666,1100000,1000000
58,33,2,3,1,0,0,1,0,15416666,8199999,1000000
58,34,4,1,0,0,0,0,0,3583333,1400000,1000000
54,29,2,1,0,0,0,1,0,6999999,4700000,144999999
49,24,4,2,0,0,1,1,1,3500000,1400000,158000000
63,38,1,1,0,0,0,1,0,12500000,3500000,1000000
62,37,1,2,0,0,0,0,0,2500000,2500000,127999999
45,19,1,1,0,0,0,1,1,6749999,3800000,220999999
39,13,3,1,0,0,0,1,0,5833333,3100000,248000000
58,34,4,1,0,0,0,1,0,6250000,2500000,1000000
56,30,2,1,0,1,0,0,0,4583333,1300000,1000000
29,5,1,3,0,0,0,1,0,3333333,1200000,1000000
33,9,1,3,0,0,0,0,0,4166666,3100000,133999999
55,29,3,2,0,0,0,0,0,6999999,1300000,147999999
56,31,4,1,0,0,0,1,0,6333333,1900000,1000000
36,12,3,2,0,0,0,1,0,6833333,3600000,166000000
53,29,1,1,0,0,0,0,0,2000000,1300000,1000000
57,31,2,1,0,0,0,0,0,14250000,1500000,1000000
35,9,2,3,0,0,0,1,0,9583333,5500000,1000000
43,18,1,3,0,0,0,1,0,4500000,1300000,1000000
54,29,2,3,0,0,0,1,0,4999999,3100000,142999999
29,3,1,1,0,0,0,0,0,5083333,2500000,1000000
39,14,2,1,0,0,0,1,0,8416666,1400000,1000000
32,8,4,2,0,0,0,1,1,2833333,1700000,1000000
51,27,2,1,0,0,0,0,0,1833333,1200000,87000000
50,25,1,2,0,0,0,0,1,4166666,2300000,121000000
54,29,2,3,0,0,0,1,1,5083333,3100000,95999999
38,12,2,3,0,0,0,0,1,3500000,2400000,1000000
32,7,1,2,0,0,1,1,1,7833333,3600000,240999999
62,37,1,3,0,0,0,1,0,7833333,1800000,312999999
57,33,1,2,0,0,0,0,0,2999999,1100000,1000000
47,23,4,1,0,0,0,1,1,3666666,1600000,156999999
51,25,3,3,0,0,0,1,0,3833333,1900000,111999999
54,27,2,2,1,0,0,0,0,17250000,5750000,478000000
26,1,4,1,0,0,0,0,0,6083333,3200000,119999999
37,11,3,2,0,0,0,1,1,2833333,1100000,1000000
27,0,4,3,0,0,0,1,0,4333333,2000000,1000000
63,38,2,1,0,0,0,0,0,5166666,3800000,206000000
62,36,2,3,0,1,0,0,1,3916666,1700000,1000000
59,33,3,2,0,0,0,0,0,6333333,1300000,1000000
32,7,3,1,0,0,0,1,0,5083333,3300000,1000000
35,8,4,2,0,0,0,0,1,4666666,2000000,193000000
56,31,2,1,0,0,0,1,0,6416666,4700000,1000000
55,31,4,1,0,0,0,1,0,2083333,1700000,1000000
31,5,1,3,0,0,0,0,1,7999999,3899999,105999999
54,29,4,2,0,0,0,1,0,3333333,1200000,101999999
58,32,3,1,0,0,0,1,0,10000000,5399999,1000000
48,24,1,1,0,0,0,1,0,5916666,1000000,144999999
48,22,1,1,0,0,0,1,0,14583333,3400000,397000000
33,9,2,3,1,0,0,1,0,16250000,9800000,582999999
36,6,4,3,0,0,0,1,0,6749999,4999999,1000000
41,16,1,1,0,0,0,0,0,10583333,7999999,1000000
55,31,4,1,1,0,0,0,1,11833333,7499999,1000000
63,37,2,2,1,0,0,1,0,16416666,8900000,358999999
53,29,2,1,0,0,0,1,0,10833333,1300000,1000000
38,13,1,1,0,0,0,0,0,14583333,5100000,1000000
46,20,2,1,0,0,0,1,1,12666666,7300000,381000000
59,33,2,2,0,0,0,1,1,8583333,1700000,1000000
56,31,4,3,0,0,0,1,1,6083333,2300000,1000000
59,35,4,2,1,0,0,1,0,15000000,5100000,1000000
39,13,3,2,0,0,0,0,0,6749999,1900000,1000000
47,21,1,1,0,0,0,0,0,2833333,1200000,104999999
47,22,1,1,0,0,0,0,0,5416666,1300000,213999999
53,26,2,2,0,0,1,1,1,3083333,2000000,1000000
36,9,4,2,1,0,0,0,0,10583333,3200000,1000000
34,9,4,3,0,1,1,1,1,3583333,2100000,85999999
36,10,1,3,0,0,0,0,1,7916666,3800000,1000000
60,34,2,1,0,0,0,0,0,13666666,7900000,1000000
45,20,1,1,0,0,0,1,0,3500000,1100000,1000000
27,3,1,3,0,0,0,1,1,3833333,1200000,1000000
47,22,1,3,0,0,0,1,1,4666666,2400000,1000000
44,20,2,1,0,0,0,0,0,16166666,8599999,1000000
54,30,3,1,0,0,0,1,0,4666666,2500000,118000000
57,33,2,1,0,1,1,1,1,11166666,6999999,154000000
52,26,4,1,0,0,0,1,0,3916666,2800000,1000000
51,25,1,3,0,0,0,0,0,8583333,1800000,1000000
57,32,2,2,0,0,0,0,0,3500000,2999999,1000000
65,39,1,3,0,0,0,1,0,5416666,3500000,1000000
58,33,1,3,0,0,0,1,0,3333333,1300000,1000000
64,39,4,2,0,0,0,1,0,8083333,4400000,201000000
52,26,2,2,0,0,0,1,1,3333333,1700000,90999999
58,34,4,1,0,0,0,1,0,4416666,1400000,177999999
52,22,1,3,1,1,1,1,0,13833333,6000000,1000000
43,18,1,3,0,0,0,1,0,4416666,1300000,1000000
56,32,3,1,0,0,0,0,0,3750000,2500000,1000000
37,12,3,3,1,0,0,1,0,16166666,6800000,1000000
53,27,2,3,0,0,0,1,0,5916666,1800000,1000000
27,2,2,1,0,1,0,0,0,11750000,4300000,1000000
53,27,3,3,0,0,0,1,0,3916666,1900000,137000000
42,16,3,2,1,1,1,1,1,16416666,3200000,1000000
58,34,4,2,0,0,0,0,0,4750000,2300000,202000000
36,12,4,2,0,0,0,0,0,6166666,1100000,146000000
53,28,3,3,1,0,1,1,1,16250000,9200000,468000000
48,22,2,3,0,0,0,1,0,2166666,1100000,1000000
54,28,1,3,0,0,0,1,1,5416666,3200000,1000000
26,1,3,3,0,0,0,0,0,4999999,3600000,170000000
50,26,2,1,0,0,0,1,0,11666666,1400000,1000000
31,7,1,1,0,0,0,1,0,9750000,4999999,331999999
35,9,3,1,0,0,0,1,1,4333333,1900000,1000000
63,37,2,1,0,0,0,1,0,1833333,1400000,1000000
29,4,2,1,0,0,0,0,0,9500000,4300000,304000000
57,32,3,2,0,0,0,1,0,3583333,1100000,1000000
30,5,4,1,0,0,0,1,0,3500000,1800000,159000000
33,7,1,3,0,1,0,0,0,2750000,1600000,1000000
62,36,2,1,0,0,0,0,0,4666666,1300000,1000000
35,10,1,3,0,0,0,1,0,4999999,3500000,164999999
37,11,3,2,0,0,0,1,0,2750000,1200000,1000000
37,11,4,2,0,0,0,1,1,7999999,3200000,1000000
35,10,3,2,0,0,0,1,0,6333333,1700000,230999999
35,9,1,1,0,0,0,0,0,7833333,3500000,138999999
59,35,4,1,0,0,0,1,0,4250000,2300000,1000000
53,27,2,3,0,0,0,1,1,4750000,1800000,1000000
45,21,4,3,1,0,1,1,1,12083333,6700000,1000000
46,22,2,1,0,0,0,1,0,13666666,2400000,1000000
40,16,1,1,0,1,0,0,0,2000000,2000000,92000000
42,16,3,1,0,0,0,1,0,3666666,2500000,149999999
25,1,4,1,0,0,0,0,0,7166666,3600000,205000000
39,14,2,2,0,0,0,0,1,5500000,2100000,159999999
30,6,3,2,1,0,1,1,1,16083333,5100000,1000000
58,33,2,3,0,0,0,1,0,7250000,1000000,1000000
41,15,3,1,0,1,0,0,0,8916666,1100000,240999999
37,11,4,2,1,0,1,1,0,16833333,8300000,566000000
36,11,1,1,0,0,0,1,0,8500000,3800000,1000000
27,3,4,1,0,0,0,1,1,2666666,2000000,135000000
60,34,3,3,0,0,0,0,0,6333333,3200000,1000000
62,36,2,3,0,0,0,0,0,8083333,2700000,98999999
67,43,4,2,0,0,0,1,0,9750000,2700000,1000000
44,18,1,1,0,0,0,1,0,2750000,1200000,1000000
24,1,2,2,0,0,0,0,0,7499999,2800000,1000000
45,21,2,1,0,0,0,1,1,14166666,7669999,133000000
58,34,1,1,0,0,0,0,0,11416666,5300000,219999999
61,36,3,2,0,0,0,1,0,7749999,2800000,1000000
54,29,1,1,0,0,0,1,1,16250000,9100000,1000000
28,3,4,2,0,0,0,1,0,5500000,1600000,1000000
49,24,4,3,0,0,0,1,0,7583333,4600000,213000000
35,11,1,2,0,0,0,1,0,4166666,2500000,137000000
36,10,4,2,1,0,0,1,0,15333333,2000000,295999999
34,8,3,1,1,0,0,0,0,16333333,8500000,1000000
36,11,2,1,0,0,0,1,1,14166666,8800000,115000000
35,11,1,3,1,0,0,1,0,16666666,1900000,283000000
27,2,4,3,0,0,0,1,0,2666666,1500000,1000000
42,18,4,3,0,0,0,0,1,6000000,1200000,152000000
65,39,4,3,0,0,0,1,0,10416666,3400000,1000000
29,5,4,1,0,0,0,1,1,6833333,1000000,1000000
65,41,2,3,0,0,0,1,1,7999999,1000000,1000000
59,33,2,3,0,0,0,1,0,2916666,1200000,1000000
46,22,2,1,0,1,1,1,1,12750000,4300000,1000000
59,33,3,1,0,0,0,1,0,10166666,5399999,264999999
52,26,4,1,0,0,0,1,1,3583333,2800000,1000000
60,35,1,1,0,0,0,0,0,2833333,2300000,81000000
43,17,1,1,0,1,0,0,0,8583333,6199999,1000000
65,39,4,3,0,0,0,1,0,7833333,3400000,253000000
50,26,1,1,0,0,0,0,0,2916666,1300000,1000000
48,23,1,1,0,1,0,1,0,3916666,1100000,1000000
49,25,1,3,1,0,0,1,0,10500000,3500000,1000000
58,33,3,2,0,0,0,1,1,2500000,1100000,1000000
24,2,2,3,0,0,0,0,0,7666666,2600000,239000000
58,32,2,3,0,0,0,0,1,7166666,3300000,1000000
45,19,4,2,1,0,0,1,0,11166666,5100000,1000000
42,15,3,2,0,0,0,0,0,7083333,3330000,1000000
64,40,2,1,0,0,0,1,0,4333333,2100000,1000000
49,25,4,3,0,0,0,1,0,5583333,1100000,1000000
55,31,1,2,0,1,0,0,1,6749999,3700000,1000000
40,14,4,2,0,0,0,1,0,8666666,2400000,1000000
28,2,4,3,0,0,0,1,1,4999999,3100000,1000000
57,31,4,3,1,0,0,1,0,10416666,1600000,328000000
50,25,1,2,0,0,0,1,0,5833333,2300000,1000000
40,16,2,1,0,0,0,1,0,10083333,3200000,1000000
55,28,3,2,0,0,0,1,1,4250000,2000000,1000000
53,29,3,2,0,0,0,0,0,3750000,2900000,144999999
48,24,4,1,0,0,0,1,1,2500000,1200000,1000000
59,33,1,1,0,0,0,1,1,6250000,2600000,1000000
58,32,1,2,0,0,0,1,0,4583333,3800000,1000000
38,14,4,3,0,0,0,1,0,6833333,2999999,1000000
49,25,1,3,0,0,0,0,0,2583333,1900000,1000000
60,36,4,2,0,0,0,1,0,4250000,2300000,141000000
54,28,3,1,0,0,0,0,0,7749999,1800000,1000000
28,2,4,3,0,0,0,0,0,3833333,2300000,1000000
27,1,1,2,1,1,1,1,0,12666666,6900000,175999999
42,18,1,1,0,0,0,0,0,10500000,1300000,1000000
52,28,2,3,0,0,0,0,0,5583333,4200000,152000000
54,30,1,2,0,0,0,1,0,2750000,1100000,77000000
56,30,4,2,0,1,0,1,0,5166666,3800000,1000000
58,34,3,1,0,0,0,1,1,4416666,2500000,1000000
56,32,3,1,1,0,1,1,0,16833333,3200000,1000000
64,40,2,3,0,0,0,1,0,1666666,1300000,1000000
35,8,2,2,0,0,0,1,0,5583333,2670000,1000000
45,20,2,1,0,0,0,0,1,4333333,2300000,1000000
57,32,3,2,0,0,0,1,0,2833333,1100000,1000000
35,8,2,2,0,1,0,0,1,4666666,2670000,1000000
46,22,3,3,1,0,0,1,0,9500000,5500000,1000000
30,4,4,3,0,0,0,1,0,5500000,2800000,236000000
44,20,4,2,1,0,0,0,0,11833333,4200000,1000000
39,12,3,2,0,0,0,1,1,7250000,3330000,1000000
42,18,2,1,0,0,0,1,0,4500000,2700000,1000000
34,9,1,1,0,0,0,1,0,12083333,4800000,1000000
46,20,1,2,0,0,0,1,0,4333333,2200000,1000000
55,31,3,1,0,0,0,1,0,3833333,2500000,101999999
28,3,1,1,0,0,0,1,0,12833333,1800000,1000000
35,10,3,1,0,0,1,1,1,6333333,3300000,1000000
60,35,2,3,0,0,0,1,0,4666666,2600000,171000000
50,24,1,1,0,0,0,1,0,8916666,1300000,263000000
52,26,1,3,0,0,0,1,0,5083333,2400000,1000000
51,27,2,1,0,0,0,0,0,2000000,1200000,1000000
51,26,1,3,0,0,0,1,1,9166666,2300000,1000000
59,35,4,1,0,0,0,1,0,4500000,1400000,1000000
53,28,2,3,0,0,0,1,1,4666666,1600000,1000000
43,17,1,1,0,0,0,0,0,11333333,6199999,1000000
31,6,2,1,0,0,0,1,0,15583333,7700000,1000000
32,6,4,1,0,0,0,0,0,2833333,1300000,1000000
41,17,4,1,0,0,0,1,0,7499999,3670000,100000000
31,4,2,2,0,0,0,0,1,5500000,2000000,110000000
41,16,1,1,0,0,0,0,1,13833333,7999999,1000000
47,22,3,2,0,0,0,1,0,4500000,3700000,1000000
37,13,2,1,0,0,0,1,0,17250000,7499999,636000000
53,23,1,3,0,0,0,1,1,7666666,4000000,1000000
49,22,3,2,0,0,0,1,0,7749999,2999999,1000000
62,36,2,1,0,0,0,1,1,8416666,2999999,1000000
33,9,3,2,0,0,0,1,0,6083333,3600000,1000000
54,24,4,3,0,0,0,0,1,3083333,1400000,1000000
27,3,3,2,0,0,0,1,0,4583333,1100000,164000000
60,35,1,1,0,0,0,0,0,11166666,3600000,352999999
29,5,1,1,0,0,0,1,0,14333333,5300000,386000000
56,32,4,2,0,0,0,0,0,7916666,2600000,1000000
55,30,2,3,0,0,0,0,0,7583333,1000000,1000000
45,19,3,2,0,0,0,1,1,3500000,1500000,1000000
33,9,1,1,0,0,0,1,0,13083333,5300000,438000000
45,21,2,1,0,0,0,0,0,13583333,4300000,329000000
44,18,2,3,0,0,0,0,1,2166666,1100000,98999999
37,11,3,2,0,0,0,1,0,2583333,1200000,1000000
42,16,1,3,0,0,0,1,0,5583333,1700000,136000000
26,2,2,3,1,0,0,0,1,12000000,3400000,1000000
